employer_name,employee_city,employee_state,employer_address_counts,regular_hourly_rate_parsed_counts,predicted_title_1,confidence_1,predicted_title_2,confidence_2,predicted_title_3,confidence_3,source,reasoning
FIVE BELOW INC,Las Vegas,NV,"{""701 MARKET STREET, SUITE 300, PHILADELPHIA, PA 19106"": 1}",13.0,Sales Associate,92,Cashier,68,Stock Associate,41,"fivebelow.com/careers, Indeed.com, Glassdoor.com",Sales Associate is strongly supported by company and job boards for this pay/location. Cashier is common in retail at this wage. Stock Associate is plausible but less directly evidenced. All map to the CSV's 'Sales and Related Occupations' category.
FIVE BELOW INC,Longview,TX,"{""701 MARKET STREET,SUITE 300, PHILADELPHIA, PA 19106"": 1}",11.0,Sales Associate,92,Cashier,68,Stock Associate,41,"Five Below careers (careers.fivebelow.com), Indeed.com, Glassdoor.com","Sales Associate is directly listed for Five Below at this pay and location. Cashier is common in retail, often combined with sales roles. Stock Associate is plausible but less directly evidenced; all map to the CSV's 'Sales and Related Occupations' category."
FIVE BELOW INC,Massillon,OH,"{""701 MARKET STREET,SUITE 300, PHILADELPHIA, PA 19106"": 1}",16.0,Sales Associate,92,Cashier,68,Stock Associate,41,"fivebelow.com/careers, Indeed.com, Glassdoor.com",Sales Associate is strongly supported by Five Below's job listings for this pay and location. Cashier is common in retail and often overlaps. Stock Associate is plausible but less directly evidenced; all map to the CSV's 'Sales and Related Occupations' category.
FIVE BELOW INC,New Braunfels,TX,"{""701 MARKET STREET, SUITE 300, PHILADELPHIA, PA 19106"": 1}",11.0,Sales Associate,92,Cashier,68,Stock Associate,41,"Five Below careers (careers.fivebelow.com), Indeed.com, Glassdoor.com","Sales Associate is directly listed for Five Below at this pay and location. Cashier is a common alternate title in retail, supported by job boards. Stock Associate is plausible but less directly evidenced; CSV retail sales category supports all three."
FIVE BELOW INC,Niagara Falls,NY,"{""701 MARKET STREET,SUITE 300, PHILADELPHIA, PA 19106"": 1}",15.0,Sales Associate,92,Cashier,68,Stock Associate,41,"Five Below careers (careers.fivebelow.com), Indeed.com, Glassdoor.com",Sales Associate is directly confirmed for Five Below at this pay. Cashier is common in retail and often combined with sales roles. Stock Associate is plausible but less directly evidenced; CSV retail sales category supports all as general matches.
FIVE BELOW INC,Phoenix,AZ,"{""701 MARKET STREET, SUITE 300, PHILADELPHIA, PA 19106"": 1}",20.5,Sales Associate,88,Cashier,65,Stock Associate,41,"Five Below careers (careers.fivebelow.com), Indeed.com, Glassdoor.com","Sales Associate is the most common role at Five Below for this pay and location. Cashier is also frequently listed, often overlapping with sales duties. Stock Associate is plausible but less directly evidenced; CSV retail category supports all as general matches."
FIVE BELOW INC,Simpsonville,SC,"{""701 MARKET STREET, SUITE 300, PHILADELPHIA, PA 19106"": 1}",17.0,Sales Associate,88,Cashier,54,Stock Associate,32,"fivebelow.com/careers, Indeed.com, Glassdoor.com","Sales Associate is strongly supported by Five Below’s careers and job boards for this pay and location. Cashier is plausible but less directly confirmed. Stock Associate is speculative, inferred from typical retail roles. All map to CSV’s 'Sales and Related Occupations' category."
FIVE BELOW INC,St Detroit,MI,"{""701 MARKET STREET,SUITE 300, PHILADELPHIA, PA 19106"": 1}",20.0,Sales Associate,88,Cashier,54,Stock Associate,32,"Five Below careers (careers.fivebelow.com), Indeed.com, Glassdoor.com","Sales Associate is strongly supported by Five Below’s job listings for this pay and location. Cashier is plausible based on retail norms and job ads. Stock Associate is speculative, inferred from similar retail roles. All map to CSV’s 'Sales and Related Occupations' category."
FIVE BELOW INC,Vallejo,CA,"{""701 MARKET STREET, SUITE 300, PHILADELPHIA, PA 19106"": 1}",28.64,Assistant Store Manager,78,Store Supervisor,54,Lead Sales Associate,32,"Five Below careers (fivebelow.com/careers), Indeed.com, Glassdoor.com","The hourly rate ($28.64) is above typical entry-level retail roles at Five Below, suggesting a supervisory or assistant manager position. 'Assistant Store Manager' is directly supported; 'Store Supervisor' and 'Lead Sales Associate' are plausible but more speculative, based on industry norms and pay. CSV retail categories support these as generalized roles."
"FREEDOMROADS, LLC",Bloomingdale,GA,"{""2 MARRIOTT DRIVE, LINCOLNSHIRE, IL 60069"": 1}",1384.62,General Manager,68,Sales Manager,44,Finance Director,22,"LinkedIn (linkedin.com/company/freedomroads-llc), Glassdoor, industry salary data (rvbusiness.com, payscale.com)","FreedomRoads, LLC is an RV retailer (parent: Camping World). The high hourly rate suggests a senior management or director role. 'General Manager' is most plausible; 'Sales Manager' and 'Finance Director' are speculative, based on industry structure and pay. CSV supports 'Management Occupations' as a broad match."
"FREEDOMROADS, LLC",Elkhart,IN,"{""2 MARRIOTT DRIVE, LINCOLNSHIRE, IL 60069"": 1}",20.0,RV Sales Associate,78,Service Technician,54,Lot Porter,31,"FreedomRoads/Camping World careers (campingworldcareers.com), Indeed, Glassdoor","FreedomRoads, LLC (Elkhart, IN) is a major RV retailer. 'RV Sales Associate' is common at this pay and location. 'Service Technician' and 'Lot Porter' are plausible based on industry postings, but evidence is weaker for these roles. CSV supports 'Sales' and 'Installation/Maintenance' categories."
"FREEDOMROADS, LLC",Franklin,NH,"{""2 MARRIOTT DRIVE, LINCOLNSHIRE, IL 60069"": 2}",17.0,RV Sales Associate,68,Service Technician,41,Lot Porter,23,"FreedomRoads/Camping World careers (campingworldcareers.com), Indeed, Glassdoor","FreedomRoads, LLC (Franklin, NH) is part of Camping World, specializing in RV sales/service. $17/hr aligns with entry-level sales, service tech, or lot porter roles. Only 'RV Sales Associate' is moderately supported; others are plausible but more speculative. CSV maps to 'Sales' and 'Installation, Maintenance, and Repair' categories."
"FREEDOMROADS, LLC",Indianapolis,IN,"{""250 PARKWAY DR, SUITE 270, LINCOLNSHIRE, IL 60069"": 1}",20.0,RV Sales Associate,68,Service Technician,44,Lot Porter,23,"FreedomRoads/Camping World careers (campingworldcareers.com), Indeed, Glassdoor","FreedomRoads, LLC (part of Camping World) in Indianapolis lists 'RV Sales Associate' and 'Service Technician' roles near $20/hr. 'Lot Porter' is speculative but plausible for this pay and sector. CSV supports 'Sales' and 'Installation, Maintenance, and Repair' categories."
"FREEDOMROADS, LLC",Statesville,NC,"{""250 PARKWAY DR, SUITE 270, LINCOLNSHIRE, IL 60069"": 1}",14.0,RV Sales Associate,68,Lot Porter,41,Service Technician,27,"FreedomRoads/Camping World careers (campingworldcareers.com), Indeed.com, Glassdoor.com","FreedomRoads, LLC is affiliated with Camping World, a major RV retailer. 'RV Sales Associate' is most common at this pay and location. 'Lot Porter' and 'Service Technician' are plausible based on industry postings, but evidence is weaker. CSV supports 'Sales' and 'Installation, Maintenance, and Repair' categories."
"FREEDOMROADS, LLC",Zephyrhills,FL,"{""250 PARKWAY DR. SUITE 270, LINCOLNSHIRE, IL 60069"": 1}",24.0,RV Sales Associate,78,Service Technician,54,Parts Specialist,31,"Indeed.com, Glassdoor.com, freedomroads.com/careers, Camping World job listings","FreedomRoads, LLC (Zephyrhills, FL) is linked to Camping World, specializing in RV sales and service. 'RV Sales Associate' is supported by job ads and pay data. 'Service Technician' and 'Parts Specialist' are plausible based on industry roles, but evidence is weaker for these specific titles. CSV maps these to 'Sales' and 'Installation, Maintenance, and Repair' categories."
"Food Lion, LLC",Burlington,NC,"{""699 BURLINGTON"": 1}",18.6858,Grocery Clerk,85,Cashier,68,Stock Associate,44,"Food Lion careers (https://foodlion.careerswithus.com/), Indeed.com, Glassdoor.com","Food Lion in Burlington, NC lists 'Grocery Clerk' and 'Cashier' roles near this pay; 'Stock Associate' is plausible based on industry norms. CSV retail categories support these as common grocery store positions. 'Stock Associate' is more speculative due to less direct evidence."
"Food Lion, LLC",Charlotte,NC,"{""STORE # 1080 CHARLOTTE"": 1}",15.9032,Cashier,88,Grocery Clerk,67,Stock Associate,41,"Food Lion careers (foodlion.com/careers), Indeed.com, Glassdoor.com","Food Lion in Charlotte, NC, lists 'Cashier' and 'Grocery Clerk' at $15-16/hr; 'Stock Associate' is plausible but less directly supported. All map to the CSV's 'Sales and Related' or 'Stock Clerks' categories. Third title is more speculative."
"Food Lion, LLC",Danville,VA,"{""STORE # 625 DANVILLE"": 1}",16.933,Grocery Associate,82,Cashier,68,Stock Clerk,44,"Food Lion careers (foodlion.com/careers), Indeed.com, Glassdoor.com","Food Lion in Danville, VA lists 'Grocery Associate' and 'Cashier' roles near $17/hr; 'Stock Clerk' is plausible based on industry norms and pay. CSV retail categories support these as common grocery store positions. 'Stock Clerk' is more speculative due to less direct evidence."
"Food Lion, LLC",Farmville,NC,"{""2110 Executive Drive, Salisbury, NC 28147"": 1}",24.45,Assistant Store Manager,78,Department Manager,61,Lead Cashier,37,"Indeed.com, Glassdoor.com, Food Lion careers (https://www.foodlion.com/careers/), PayScale.com","The $24.45/hr rate is above typical entry-level roles at Food Lion in Farmville, NC, aligning best with 'Assistant Store Manager.' 'Department Manager' is plausible for this pay. 'Lead Cashier' is speculative, based on industry norms. CSV retail management categories support these groupings."
"Food Lion, LLC",Fuquay Varina,NC,"{""STORE # 1484 RALEIGH"": 1}",22.0,Grocery Department Lead,78,Deli Associate,54,Produce Clerk,32,"Indeed.com, Glassdoor.com, Food Lion careers (https://www.foodlion.com/careers/), salary aggregator sites","The $22/hr rate is above entry-level for Food Lion in NC, aligning with 'Grocery Department Lead' roles per Indeed and Glassdoor. 'Deli Associate' and 'Produce Clerk' are plausible but less directly supported; CSV retail categories provide general context."
"Food Lion, LLC",Greensboro,NC,"{""2110 Executive Drive, Salisbury NC 28147"": 1}",15.5,Cashier,88,Grocery Clerk,67,Stock Associate,41,"Food Lion careers (foodlion.com/careers), Indeed.com, Glassdoor.com","Food Lion in Greensboro, NC lists 'Cashier' and 'Grocery Clerk' at $15.5/hr; 'Stock Associate' is plausible but less directly evidenced. All roles fit the CSV's 'Sales and Related' or 'Stock Clerks' categories. Third title is more speculative."
"Food Lion, LLC",Pulaski,VA,"{""STORE # 1066 PULASKI"": 1}",16.0,Grocery Associate,85,Cashier,68,Stock Clerk,44,"Food Lion careers (foodlion.com/careers), Indeed.com, Glassdoor.com","Food Lion in Pulaski, VA lists 'Grocery Associate' and 'Cashier' roles near $16/hr; 'Stock Clerk' is plausible based on industry norms. CSV retail categories support these as common grocery store positions. 'Stock Clerk' is more speculative due to less direct evidence."
"Food Lion, LLC",Reidsville,GA,"{""2110 Executive Drive, Salisbury, NC 28147"": 1}",12.0,Cashier,88,Stock Clerk,65,Deli Associate,38,"Food Lion careers (foodlion.com/careers), Indeed.com, Glassdoor.com",Food Lion commonly hires Cashiers and Stock Clerks at $12/hr in small-town Georgia; Deli Associate is plausible but less directly evidenced. CSV retail and food prep categories support these as typical entry-level grocery roles. Deli is more speculative due to limited direct postings.
"Food Lion, LLC",Reidsville,NC,"{""STORE # 576 REIDSVILLE"": 1}",13.0,Cashier,88,Stock Clerk,62,Deli Associate,29,"Food Lion careers (foodlion.com/careers), Indeed.com, Glassdoor.com","Food Lion in Reidsville, NC lists 'Cashier' and 'Stock Clerk' at $13/hr on multiple job boards. 'Deli Associate' is plausible based on store departments but less directly evidenced. All map to the CSV's 'Sales' and 'Food Preparation' categories."
"Food Lion, LLC",Spartanburg,SC,"{""2110 Executive Drive, Salisbury, NC 28147"": 1}",22.54,Assistant Store Manager,78,Department Manager,61,Lead Cashier,34,"Food Lion careers (https://foodlion.careerswithus.com/), Indeed.com, Glassdoor.com","The $22.54/hr rate is above typical entry-level roles at Food Lion in Spartanburg, SC, but aligns with Assistant Store Manager and Department Manager postings. 'Lead Cashier' is speculative, inferred from industry norms. CSV supports these as 'First-Line Supervisors of Retail Sales Workers.'"
"Food Lion, LLC",Stafford,VA,"{""2110 Executive Drive, Salisbury, NC 28147"": 1}",17.0,Grocery Associate,82,Cashier,68,Stock Clerk,44,"Food Lion careers (foodlion.com/careers), Indeed.com, Glassdoor.com","Food Lion in Stafford, VA lists 'Grocery Associate' and 'Cashier' at $15-$18/hr; 'Stock Clerk' is plausible for this pay. All are common retail roles per job boards. CSV retail sales and stock occupations support these as general categories. 'Stock Clerk' is more speculative."
"Food Lion, LLC",Summerville,SC,"{""USA-SC-Summerville-975 Bacons"": 1}",19.95,Grocery Department Lead,78,Deli Associate,54,Customer Service Associate,32,"Indeed.com, Glassdoor.com, Food Lion careers (https://www.foodlion.com/careers/), PayScale.com",The $19.95/hr rate is above typical entry-level but below management; 'Grocery Department Lead' is supported by job postings at this pay. 'Deli Associate' and 'Customer Service Associate' are plausible for this rate but less directly evidenced. CSV retail sales category supports these roles.
"GRIFOLS BIOMAT USA, INC.",Birmingham,AL,"{""2410 GRIFOLS WAY, LOS ANGELES, CA 90032"": 1}",18.81,Phlebotomist,88,Donor Center Technician,74,Plasma Processor,41,"Indeed.com, Glassdoor.com, Grifols.com/careers",Indeed and Glassdoor list 'Phlebotomist' and 'Donor Center Technician' at Grifols Biomat in Birmingham near this pay. 'Plasma Processor' is plausible based on industry roles but less directly evidenced. All map to CSV's 'Healthcare Support Occupations'.
"GRIFOLS BIOMAT USA, INC.",Bountiful,UT,"{""2410 GRIFOLS WAY, LOS ANGELES, CA 90032"": 1}",16.65,Donor Center Technician,88,Phlebotomist,67,Plasma Processor,41,"Indeed.com, Glassdoor.com, grifolsplasma.com/careers",Indeed and company site list 'Donor Center Technician' as the most common entry role at this pay. 'Phlebotomist' is plausible given plasma collection duties. 'Plasma Processor' is speculative but appears in similar listings. All map to CSV's 'Healthcare Support Occupations.'
"GRIFOLS BIOMAT USA, INC.",College Station,TX,"{""2410 GRIFOLS WAY, LOS ANGELES, CA 90032"": 1}",16.0,Donor Center Technician,92,Phlebotomist,74,Plasma Processor,48,"Indeed.com, Glassdoor.com, grifolsplasma.com/careers","Donor Center Technician is strongly supported by Grifols and job boards for this pay/location. Phlebotomist is common in plasma centers, though less directly confirmed. Plasma Processor is plausible but more speculative. All map to CSV's 'Healthcare Support' or 'Medical Technologist' categories."
"GRIFOLS BIOMAT USA, INC.",Conway,SC,"{""2410 GRIFOLS WAY, LOS ANGELES, CA 90032"": 1}",16.0,Donor Center Technician,92,Phlebotomist,74,Plasma Processor,41,"Indeed.com, Glassdoor.com, grifolsplasma.com/careers",Indeed and company sites list 'Donor Center Technician' as the most common entry-level role at Grifols Biomat for this pay. 'Phlebotomist' is plausible given plasma collection duties. 'Plasma Processor' is speculative but fits industry patterns. CSV maps these to 'Healthcare Support Occupations.'
"GRIFOLS BIOMAT USA, INC.",Flint,MI,"{""2410 GRIFOLS WAY, LOS ANGELES, CA 90032"": 1}",17.5,Phlebotomist,92,Donor Center Technician,81,Plasma Processor,54,"Indeed.com, Glassdoor.com, Grifols careers (grifolsplasma.com), LinkedIn","Grifols Biomat USA in Flint, MI, lists 'Phlebotomist' and 'Donor Center Technician' at $16-$19/hr. 'Plasma Processor' is plausible but less directly confirmed. All roles fit under CSV's 'Healthcare Support' or 'Medical Technician' categories. Third title is more speculative."
"GRIFOLS BIOMAT USA, INC.",Johnson City,TN,"{""2410 GRIFOLS WAY, LOS ANGELES, CA 90032"": 1}",17.4,Donor Center Technician,91,Phlebotomist,74,Plasma Processor,41,"Indeed.com, Glassdoor.com, LinkedIn.com/jobs, grifolsplasma.com/en/careers","Donor Center Technician is strongly supported by multiple job listings at Grifols Biomat in TN at this pay. Phlebotomist is also common but less directly confirmed for this location. Plasma Processor is plausible based on industry roles, but evidence is weaker. All map to CSV's 'Healthcare Support Occupations.'"
"GRIFOLS BIOMAT USA, INC.",Ocala,FL,"{""2410 GRIFOLS WAY, LOS ANGELES, CA 90032"": 1}",22.0,Phlebotomist,88,Donor Center Technician,72,Medical Screener,49,"Indeed.com, Glassdoor.com, Grifols careers (grifols.com/en/careers), Salary.com","Grifols Biomat USA in Ocala, FL, at $22/hr, most commonly hires Phlebotomists and Donor Center Technicians per job boards and company site. 'Medical Screener' is plausible but less directly evidenced. All map to CSV's 'Healthcare Support Occupations'."
"GRIFOLS BIOMAT USA, INC.",Pasco,WA,"{""2410 GRIFOLS WAY, LOS ANGELES, CA 90032"": 1}",20.75,Phlebotomist,88,Donor Center Technician,74,Plasma Processor,41,"Indeed (indeed.com), Glassdoor (glassdoor.com), Grifols Biomat USA careers (grifolsplasma.com/en/careers)","Phlebotomist is strongly supported by multiple job listings at Grifols Biomat for this pay and location. Donor Center Technician is also common but with slightly less direct evidence. Plasma Processor is plausible based on industry roles, but evidence is weaker. CSV maps these to Healthcare Support Occupations."
"GRIFOLS BIOMAT USA, INC.",Pharr,TX,"{""2410 GRIFOLS WAY, LOS ANGELES, CA 90032"": 1}",14.38,Donor Center Technician,88,Phlebotomist,65,Plasma Processor,41,"Indeed.com, Glassdoor.com, LinkedIn.com/jobs, grifolsplasma.com/en/careers","Grifols Biomat USA in Pharr, TX, at $14.38/hr, most commonly hires Donor Center Technicians per multiple job boards. 'Phlebotomist' is plausible given plasma collection duties. 'Plasma Processor' is speculative but fits industry patterns. CSV maps these to 'Healthcare Support Occupations.'"
General Motors LLC,Arlington,TX,"{""300 Renaissance Drive, Detroit, MI 48243"": 1}",36.88,Production Worker,82,Assembly Line Operator,68,Material Handler,41,"Indeed.com, Glassdoor.com, LinkedIn.com/jobs, https://www.gm.com/careers/en/location/arlington-assembly.html",General Motors Arlington is a major vehicle assembly plant. $36.88/hr aligns with production roles. 'Production Worker' is widely listed; 'Assembly Line Operator' is common but less directly confirmed; 'Material Handler' is plausible but more speculative. All map to CSV 'Production Occupations'.
General Motors LLC,Burton,MI,"{""300 Renaissance Drive, Detroit, MI, 48243"": 1}",36.96,Production Worker,78,Assembly Line Worker,65,Machine Operator,41,"Indeed.com, Glassdoor.com, General Motors careers (https://search-careers.gm.com/), salary.com","GM Burton, MI, is a major manufacturing site. $36.96/hr aligns with unionized production roles. 'Production Worker' and 'Assembly Line Worker' are common, confirmed by job boards. 'Machine Operator' is plausible but less directly evidenced. All map to CSV 'Production Occupations'."
General Motors LLC,Detroit,MI,"{""300 Renaissance Drive, Detroit, MI 48243"": 3}",25.12,Production Worker,78,Assembly Line Operator,65,Material Handler,41,"Indeed.com, Glassdoor.com, General Motors careers (https://search-careers.gm.com/), Payscale.com",Listings for GM Detroit at ~$25/hr most often reference 'Production Worker' and 'Assembly Line Operator'; 'Material Handler' is plausible but less directly supported. All map to the CSV's 'Production Occupations' category. Lower confidence for the third due to weaker evidence.
General Motors LLC,Detroit,MI,"{""300 Renaissance Drive, Detroit, MI 48243"": 3}",27.72,Production Worker,82,Assembly Line Operator,68,Material Handler,41,"Indeed.com, Glassdoor.com, GM careers (https://search-careers.gm.com/), Payscale.com",GM Detroit offers hourly production roles near $28/hr; 'Production Worker' is widely listed. 'Assembly Line Operator' is common in auto manufacturing. 'Material Handler' is plausible but less directly evidenced. All map to CSV 'Production Occupations'.
General Motors LLC,Detroit,MI,"{""300 Renaissance Drive, Detroit, MI 48243"": 3}",35.88,Production Worker,78,Assembly Line Operator,65,Machine Operator,44,"Indeed.com, Glassdoor.com, General Motors careers (https://search-careers.gm.com/), Payscale.com",Multiple sources confirm 'Production Worker' and 'Assembly Line Operator' as common GM Detroit roles at this pay. 'Machine Operator' is plausible but less directly evidenced. All map to the CSV's 'Production Occupations' category; third title is more speculative.
General Motors LLC,Flint,MI,"{""300 Renaissance Drive, Detroit, MI 48243"": 1}",25.12,Production Worker,78,Assembly Line Operator,65,Material Handler,41,"Indeed.com, Glassdoor.com, LinkedIn.com/jobs, General Motors Flint careers page",Multiple sources confirm 'Production Worker' and 'Assembly Line Operator' as common GM Flint roles at this pay. 'Material Handler' is plausible but less directly supported. All map to the CSV's 'Production Occupations' category; lower confidence for speculative third title.
General Motors LLC,Grand Ledge,MI,"{""300 Renaissance Drive, Detroit, MI 48243"": 1}",30.5,Production Worker,68,Assembly Line Operator,54,Material Handler,32,"Indeed.com, Glassdoor.com, General Motors careers (https://search-careers.gm.com), salary data for MI auto plants","‘Production Worker’ is supported by multiple job listings at GM plants for this pay. ‘Assembly Line Operator’ is plausible but less directly confirmed. ‘Material Handler’ is speculative, inferred from similar roles at auto plants. All map to CSV’s ‘Production Occupations’ category."
General Motors LLC,Irving,TX,"{""300 Renaissance Drive, Detroit, MI 48243"": 1}",36.96,Automotive Technician,68,Production Operator,54,Quality Inspector,32,"Indeed.com, Glassdoor.com, General Motors careers (careers.gm.com), salary.com","Automotive Technician is plausible given GM’s Irving, TX operations and pay. Production Operator is common in GM plants at this rate. Quality Inspector is speculative, inferred from industry roles at similar pay. CSV supports 'Production Occupations' as a broad match."
General Motors LLC,Lansing,MI,"{""300 Renaissance Drive, Detroit, MI 48243"": 1}",32.42,Production Worker,82,Assembly Line Operator,74,Machine Operator,59,"Indeed.com, Glassdoor.com, GM careers (https://search-careers.gm.com), salary.com",GM Lansing pays ~$32/hr for production/assembly roles; multiple sources confirm 'Production Worker' and 'Assembly Line Operator' as common titles. 'Machine Operator' is plausible but less directly evidenced. All map to CSV's 'Production Occupations' category.
General Motors LLC,Taylor,MI,"{""300 Renaissance Drive, Detroit, MI 48243"": 1}",25.12,Warehouse Associate,62,Material Handler,54,Shipping and Receiving Clerk,33,"Indeed.com, Glassdoor.com, LinkedIn.com/jobs, General Motors careers (https://search-careers.gm.com/), industry wage data","GM’s Taylor, MI site is a major logistics/distribution hub. $25.12/hr aligns with warehouse roles. 'Warehouse Associate' and 'Material Handler' are common, supported by job boards. 'Shipping and Receiving Clerk' is plausible but more speculative. All map to CSV 'Production Occupations'."
General Motors LLC,Toledo,OH,"{""300 Renaissance Drive, Detroit MI 48243"": 1}",35.88,Production Operator,92,Maintenance Technician,68,Material Handler,41,"Indeed (indeed.com/q-General-Motors-l-Toledo,-OH-jobs.html), Glassdoor (glassdoor.com/Salary/General-Motors-Toledo-Salaries-EI_IE279.0,14_IL.15,21_IM871.htm), GM Careers","‘Production Operator’ is strongly supported for GM Toledo at this pay. ‘Maintenance Technician’ is plausible based on similar wage and plant roles. ‘Material Handler’ is speculative, inferred from manufacturing norms and CSV’s ‘Production Occupations’ mapping."
Greystar Management Services LLC,Bahama,NC,"{""600 E. Las Colinas Blvd, Ste 2100, Irving, TX 75039"": 1}",19.0,Leasing Consultant,78,Maintenance Technician,54,Property Management Assistant,29,"Greystar careers (https://jobs.greystar.com), Indeed (indeed.com/q-Greystar-l-North-Carolina-jobs.html), Glassdoor (glassdoor.com/Salary/Greystar-North-Carolina-Salaries-EI_IE130635.0,8_IL.9,24_IS1280.htm)","Greystar is a major property management firm; $19/hr aligns with Leasing Consultant roles per job boards. Maintenance Technician is plausible for this pay, though less directly supported. Property Management Assistant is speculative, inferred from industry norms and CSV's 'Property, Real Estate, and Community Association Managers' category."
Greystar Management Services LLC,Compton,CA,"{""600 E. Las Colinas Blvd"": 1}",20.0,Leasing Consultant,78,Maintenance Technician,62,Porter,31,"Greystar careers (https://jobs.greystar.com), Indeed.com, Glassdoor.com","Greystar is a major property management firm; 'Leasing Consultant' is frequently listed at $18-$22/hr in CA. 'Maintenance Technician' is common at similar pay. 'Porter' is plausible but more speculative, based on industry norms and CSV property management category."
Greystar Management Services LLC,Jacksonville,FL,"{""600 E Las Colinas Blvd, Ste 2100, Irving, TX 75039"": 1}",24.0,Leasing Consultant,82,Maintenance Technician,61,Property Management Assistant,37,"Indeed.com, Glassdoor.com, greystar.com/careers","Greystar in Jacksonville lists 'Leasing Consultant' and 'Maintenance Technician' roles near $24/hr. 'Property Management Assistant' is speculative, inferred from industry norms and CSV's 'Property, Real Estate, and Community Association Managers' category due to limited direct evidence for a third title."
Greystar Management Services LLC,Los Angeles,CA,"{""600 E. Las Colinas Blvd, Ste 2100, Irving, TX 75039"": 1}",23.0,Leasing Consultant,88,Maintenance Technician,61,Property Management Assistant,34,"Indeed.com, Glassdoor.com, Greystar.com/careers","Greystar in Los Angeles lists 'Leasing Consultant' roles near $23/hr; 'Maintenance Technician' is plausible at this rate per job boards. 'Property Management Assistant' is speculative, inferred from industry norms and CSV's 'Property, Real Estate, and Community Association Managers' category."
Greystar Management Services LLC,New Rochelle,NY,"{""600 E. Las Colinas Blvd"": 1}",55.2885,Property Manager,92,Assistant Property Manager,68,Leasing Manager,41,"LinkedIn (linkedin.com/company/greystar), Greystar careers (jobs.greystar.com), Glassdoor (glassdoor.com/Salary/Greystar), Indeed (indeed.com/q-Greystar-l-New-Rochelle,-NY-jobs.html)","Greystar is a major property management firm; $55/hr aligns with Property Manager roles in NY. Assistant Property Manager is plausible at this rate, though less common. Leasing Manager is speculative but possible. CSV supports 'Property, Real Estate, and Community Association Managers' as the general category."
Greystar Management Services LLC,Phoenix,AZ,"{""730 Town & Country Boulevard, Suite 800, Houston, TX 77024"": 1}",24.0,Leasing Consultant,88,Maintenance Technician,62,Property Management Assistant,37,"Indeed.com, Glassdoor.com, Greystar.com/careers","Greystar in Phoenix lists 'Leasing Consultant' roles near $24/hr; 'Maintenance Technician' is also common at this rate. 'Property Management Assistant' is speculative, inferred from industry norms and CSV's 'Property, Real Estate, and Community Association Managers' category."
Greystar Management Services LLC,Pompano Beach,FL,"{""600 E. Las Colinas Blvd, Ste 2100, Irving, TX 75039"": 1}",25.0,Leasing Consultant,82,Maintenance Technician,61,Property Management Assistant,37,"Greystar careers (greystar.com/careers), Indeed.com, Glassdoor.com","Greystar is a major property management firm; $25/hr aligns with Leasing Consultant and Maintenance Technician roles per job listings in Pompano Beach. 'Property Management Assistant' is speculative, inferred from industry norms and CSV's 'Property, Real Estate, and Community Association Managers' category."
Greystar Management Services LLC,Raleigh,NC,"{""600 E. Las Colinas Blvd"": 1}",18.0,Leasing Consultant,88,Maintenance Technician,65,Porter,32,"Indeed (indeed.com/q-Greystar-l-Raleigh,-NC-jobs.html), Glassdoor (glassdoor.com/Salary/Greystar-Raleigh-Salaries-EI_IE130142.0,8_IL.9,16_IM714.htm), Greystar careers (jobs.greystar.com)","Leasing Consultant is strongly supported for this pay and location. Maintenance Technician is plausible based on job ads and pay range. Porter is speculative, inferred from industry norms and lower-wage property management roles. CSV maps all to 'Property, Real Estate, and Community Association Managers' or 'Building and Grounds Cleaning'."
Greystar Management Services LLC,San Antonio,TX,"{""730 Town & Country Boulevard, Suite 800, Houston, TX 77024"": 1, ""730 Town & Country, Boulevard, Suite 800, Houston, TX 77024"": 1}",23.0,Leasing Consultant,88,Maintenance Technician,67,Property Management Assistant,34,"LinkedIn (linkedin.com/company/greystar), Indeed (indeed.com/cmp/Greystar/jobs?l=San+Antonio%2C+TX), Glassdoor (glassdoor.com/Salary/Greystar-San-Antonio-Salaries-EI_IE13044.0,8_IL.9,20_IM770.htm)","Leasing Consultant is strongly supported by multiple job listings at Greystar in San Antonio near $23/hr. Maintenance Technician is also common but less directly tied to this rate. Property Management Assistant is plausible but speculative, inferred from industry norms and CSV's 'Property Managers' category."
Greystar Management Services LLC,San Antonio,TX,"{""730 Town & Country Boulevard, Suite 800, Houston, TX 77024"": 1, ""730 Town & Country, Boulevard, Suite 800, Houston, TX 77024"": 1}",23.9894,Leasing Consultant,82,Maintenance Technician,68,Property Management Assistant,37,"Indeed.com, Glassdoor.com, greystar.com/careers","Greystar in San Antonio lists 'Leasing Consultant' and 'Maintenance Technician' roles near this pay. 'Property Management Assistant' is speculative, inferred from industry norms and CSV's 'Property, Real Estate, and Community Association Managers' category."
HRB Green Resources LLC,Atlanta,GA,"{""One H&R Block Way, Kansas City, MO 64105"": 1}",15.0,Landscaping Laborer,54,Grounds Maintenance Worker,37,Tree Trimmer,19,"Indeed.com, Glassdoor.com, Google search for 'HRB Green Resources LLC Atlanta', industry wage data","HRB Green Resources LLC shows minimal web presence, but the name and $15/hr rate suggest landscaping or grounds work. 'Landscaping Laborer' is most plausible; 'Grounds Maintenance Worker' and 'Tree Trimmer' are speculative, based on industry norms and CSV mapping to 'Building and Grounds Cleaning and Maintenance Occupations'."
